index,label
0,3
1,0
2,3
3,1
4,2
5,0
6,1
7,0
8,3
9,1
10,1
11,2
12,0
13,2
14,1
15,2
16,1
17,2
18,3
19,0
20,2
21,3
22,2
23,2
24,1
25,0
26,1
27,1
28,1
29,3
30,1
31,0
32,3
33,1
34,3
35,0
36,2
37,2
38,0
39,2
40,0
41,2
42,3
43,2
44,2
45,3
46,0
47,3
48,2
49,0
50,2
51,1
52,0
53,1
54,2
55,2
56,3
57,0
58,0
59,2
60,2
61,0
62,1
63,1
64,0
65,2
66,0
67,1
68,3
69,2
70,2
71,0
72,0
73,0
74,3
75,2
76,0
77,3
78,2
79,2
80,2
81,0
82,0
83,2
84,0
85,0
86,3
87,1
88,1
89,0
90,1
91,1
92,0
93,2
94,3
95,1
96,2
97,3
98,3
99,0
100,2
101,1
102,2
103,3
104,0
105,2
106,2
107,0
108,3
109,3
110,2
111,3
112,0
113,0
114,3
115,1
116,3
117,1
118,2
119,3
120,0
121,0
122,0
123,0
124,3
125,0
126,0
127,0
128,0
129,0
130,1
131,1
132,1
133,1
134,0
135,0
136,3
137,2
138,3
139,2
140,3
141,2
142,1
143,2
144,0
145,2
146,2
147,3
148,0
149,0
150,2
151,2
152,0
153,1
154,0
155,0
156,0
157,1
158,0
159,1
160,0
161,2
162,2
163,2
164,0
165,2
166,0
167,1
168,3
169,0
170,0
171,1
172,3
173,0
174,0
175,2
176,0
177,1
178,1
179,1
180,0
181,1
182,0
183,0
184,1
185,0
186,2
187,1
188,2
189,1
190,0
191,2
192,1
193,0
194,1
195,0
196,1
197,1
198,1
199,3
200,3
201,0
202,3
203,1
204,3
205,1
206,3
207,0
208,2
209,0
210,2
211,1
212,0
213,3
214,0
215,0
216,2
217,2
218,3
219,3
220,0
221,1
222,3
223,3
224,0
225,1
226,2
227,3
228,3
229,1
230,3
231,1
232,3
233,1
234,1
235,1
236,1
237,0
238,2
239,3
240,0
241,0
242,0
243,1
244,2
245,1
246,3
247,1
248,3
249,1
250,0
251,2
252,1
253,1
254,3
255,3
256,2
257,1
258,3
259,1
260,0
261,0
262,3
263,2
264,1
265,2
266,0
267,0
268,3
269,1
270,2
271,1
272,3
273,0
274,3
275,1
276,3
277,2
278,2
279,3
280,0
281,2
282,1
283,0
284,0
285,2
286,1
287,0
288,0
289,1
290,2
291,0
292,3
293,2
294,2
295,2
296,0
297,2
298,2
299,1
300,2
301,3
302,2
303,2
304,0
305,1
306,2
307,3
308,3
309,1
310,2
311,2
312,0
313,3
314,3
315,2
316,2
317,3
318,0
319,0
320,0
321,1
322,3
323,2
324,3
325,3
326,0
327,2
328,0
329,1
330,3
331,1
332,3
333,1
334,1
335,1
336,2
337,1
338,2
339,0
340,1
341,2
342,3
343,3
344,0
345,2
346,1
347,3
348,0
349,2
350,1
351,0
352,0
353,3
354,2
355,3
356,2
357,2
358,2
359,1
360,0
361,0
362,2
363,1
364,0
365,1
366,1
367,1
368,3
369,2
370,1
371,2
372,3
373,3
374,3
375,0
376,3
377,3
378,3
379,0
380,0
381,1
382,1
383,3
384,2
385,3
386,0
387,0
388,3
389,0
390,3
391,3
392,2
393,2
394,0
395,1
396,1
397,1
398,2
399,3
400,3
401,2
402,0
403,2
404,2
405,2
406,2
407,2
408,1
409,2
410,3
411,3
412,0
413,3
414,3
415,3
416,3
417,1
418,0
419,0
420,3
421,3
422,1
423,3
424,1
425,1
426,3
427,2
428,1
429,3
430,1
431,0
432,0
433,0
434,0
435,2
436,0
437,1
438,0
439,3
440,3
441,1
442,1
443,2
444,1
445,0
446,0
447,1
448,2
449,3
450,2
451,1
452,1
453,1
454,1
455,3
456,2
457,0
458,2
459,0
460,3
461,2
462,3
463,1
464,1
465,2
466,3
467,3
468,0
469,3
470,1
471,3
472,0
473,1
474,3
475,0
476,0
477,0
478,1
479,3
480,0
481,1
482,3
483,3
484,0
485,0
486,3
487,0
488,2
489,2
490,2
491,3
492,1
493,1
494,0
495,3
496,0
497,2
498,1
499,2
500,1
501,1
502,0
503,1
504,1
505,2
506,0
507,0
508,3
509,3
510,2
511,1
512,0
513,1
514,1
515,3
516,1
517,3
518,1
519,0
520,2
521,1
522,2
523,3
524,1
525,3
526,1
527,1
528,2
529,0
530,0
531,0
532,3
533,0
534,0
535,3
536,1
537,1
538,0
539,2
540,2
541,0
542,0
543,1
544,3
545,2
546,1
547,0
548,2
549,0
550,0
551,1
552,2
553,2
554,1
555,0
556,0
557,0
558,1
559,0
560,2
561,1
562,3
563,2
564,2
565,1
566,1
567,1
568,2
569,3
570,2
571,3
572,3
573,3
574,1
575,2
576,0
577,1
578,2
579,1
580,0
581,3
582,2
583,0
584,2
585,3
586,1
587,0
588,3
589,3
590,1
591,0
592,1
593,2
594,1
595,2
596,0
597,1
598,1
599,3
600,0
601,2
602,1
603,3
604,0
605,0
606,0
607,2
608,2
609,1
610,2
611,1
612,1
613,3
614,3
615,0
616,3
617,1
618,0
619,1
620,3
621,1
622,1
623,3
624,0
625,1
626,2
627,1
628,2
629,3
630,3
631,0
632,2
633,2
634,3
635,3
636,2
637,3
638,2
639,1
640,3
641,3
642,1
643,1
644,2
645,2
646,2
647,0
648,0
649,0
650,1
651,0
652,0
653,3
654,3
655,3
656,0
657,3
658,0
659,1
660,2
661,3
662,1
663,1
664,2
665,3
666,0
667,0
668,2
669,0
670,3
671,2
672,3
673,1
674,3
675,2
676,1
677,3
678,2
679,0
680,3
681,3
682,2
683,2
684,0
685,3
686,3
687,3
688,1
689,2
690,3
691,1
692,2
693,1
694,3
695,0
696,1
697,2
698,1
699,2
700,1
701,2
702,2
703,3
704,2
705,0
706,0
707,2
708,3
709,0
710,2
711,2
712,3
713,2
714,2
715,3
716,3
717,0
718,2
719,1
720,2
721,0
722,2
723,0
724,1
725,1
726,0
727,1
728,3
729,0
730,2
731,1
732,0
733,3
734,0
735,1
736,1
737,0
738,2
739,2
740,0
741,1
742,0
743,0
744,0
745,1
746,3
747,0
748,1
749,3
750,2
751,2
752,3
753,3
754,1
755,3
756,1
757,1
758,0
759,1
760,2
761,3
762,3
763,3
764,0
765,0
766,2
767,3
768,2
769,3
770,0
771,3
772,3
773,1
774,3
775,0
776,0
777,3
778,0
779,3
780,2
781,1
782,1
783,3
784,3
785,1
786,0
787,0
788,2
789,0
790,2
791,2
792,3
793,1
794,2
795,3
796,1
797,1
798,1
799,2
800,3
801,1
802,3
803,3
804,0
805,1
806,1
807,1
808,0
809,0
810,3
811,2
812,2
813,1
814,0
815,2
816,0
817,3
818,2
819,2
820,2
821,2
822,0
823,1
824,3
825,2
826,0
827,1
828,3
829,2
830,1
831,0
832,2
833,0
834,3
835,3
836,3
837,2
838,0
839,3
840,2
841,1
842,1
843,1
844,2
845,0
846,3
847,0
848,2
849,1
850,1
851,2
852,2
853,1
854,1
855,1
856,1
857,2
858,1
859,2
860,0
861,2
862,3
863,1
864,0
865,0
866,0
867,1
868,1
869,0
870,0
871,3
872,0
873,0
874,3
875,3
876,3
877,1
878,3
879,0
880,1
881,3
882,2
883,0
884,1
885,2
886,2
887,3
888,3
889,1
890,2
891,3
892,0
893,0
894,1
895,0
896,0
897,0
898,1
899,2
900,2
901,3
902,3
903,2
904,2
905,1
906,2
907,3
908,3
909,1
910,0
911,0
912,1
913,2
914,2
915,1
916,2
917,0
918,0
919,0
920,2
921,1
922,3
923,2
924,1
925,3
926,2
927,3
928,2
929,0
930,3
931,2
932,1
933,3
934,1
935,3
936,2
937,3
938,1
939,0
940,3
941,2
942,1
943,2
944,0
945,3
946,2
947,1
948,3
949,2
950,1
951,1
952,2
953,1
954,2
955,1
956,1
957,0
958,3
959,1
960,3
961,3
962,2
963,2
964,1
965,1
966,3
967,3
968,3
969,0
970,0
971,3
972,3
973,3
974,1
975,1
976,0
977,0
978,2
979,2
980,0
981,0
982,2
983,0
984,2
985,3
986,2
987,1
988,2
989,0
990,3
991,2
992,1
993,0
994,2
995,2
996,0
997,3
998,0
999,0
1000,1
1001,0
1002,2
1003,0
1004,0
1005,3
1006,3
1007,3
1008,3
1009,2
1010,0
1011,3
1012,0
1013,1
1014,1
1015,2
1016,1
1017,3
1018,0
1019,2
1020,2
1021,3
1022,3
1023,2
1024,1
1025,1
1026,2
1027,2
1028,2
1029,0
1030,2
1031,1
1032,1
1033,0
1034,3
1035,3
1036,3
1037,3
1038,0
1039,3
1040,2
1041,1
1042,1
1043,2
1044,1
1045,1
1046,3
1047,3
1048,3
1049,3
1050,1
1051,0
1052,1
1053,0
1054,3
1055,1
1056,2
1057,3
1058,3
1059,2
1060,1
1061,1
1062,0
1063,0
1064,3
1065,1
1066,3
1067,0
1068,0
1069,3
1070,3
1071,1
1072,1
1073,2
1074,3
1075,1
1076,2
1077,3
1078,2
1079,3
1080,3
1081,3
1082,2
1083,2
1084,1
1085,3
1086,2
1087,2
1088,3
1089,1
1090,3
1091,3
1092,3
1093,0
1094,0
1095,1
1096,1
1097,2
1098,1
1099,0
1100,0
1101,2
1102,3
1103,1
1104,2
1105,3
1106,0
1107,0
1108,2
1109,0
1110,2
1111,0
1112,1
1113,2
1114,1
1115,2
1116,2
1117,0
1118,2
1119,0
1120,0
1121,1
1122,3
1123,2
1124,2
1125,0
1126,2
1127,3
1128,2
1129,2
1130,0
1131,1
1132,3
1133,3
1134,0
1135,2
1136,3
1137,1
1138,1
1139,3
1140,3
1141,2
1142,3
1143,0
1144,0
1145,2
1146,2
1147,0
1148,2
1149,1
1150,2
1151,2
1152,3
1153,2
1154,0
1155,2
1156,1
1157,1
1158,1
1159,2
1160,0
1161,1
1162,1
1163,2
1164,3
1165,3
1166,2
1167,2
1168,1
1169,3
1170,1
1171,3
1172,1
1173,2
1174,2
1175,3
1176,3
1177,0
1178,3
1179,2
1180,0
1181,1
1182,3
1183,3
1184,2
1185,3
1186,1
1187,3
1188,0
1189,2
1190,0
1191,0
1192,0
1193,3
1194,0
1195,3
1196,0
1197,3
1198,2
1199,1
1200,3
1201,2
1202,1
1203,3
1204,0
1205,3
1206,0
1207,2
1208,2
1209,1
1210,3
1211,0
1212,0
1213,2
1214,0
1215,3
1216,1
1217,3
1218,3
1219,2
1220,0
1221,1
1222,1
1223,0
1224,3
1225,3
1226,2
1227,3
1228,1
1229,1
1230,3
1231,1
1232,0
1233,1
1234,2
1235,3
1236,2
1237,0
1238,0
1239,0
1240,1
1241,0
1242,2
1243,2
1244,3
1245,0
1246,1
1247,3
1248,3
1249,0
1250,3
1251,0
1252,2
1253,1
1254,1
1255,2
1256,0
1257,3
1258,1
1259,1
1260,2
1261,2
1262,0
1263,0
1264,3
1265,3
1266,2
1267,1
1268,0
1269,2
1270,2
1271,3
1272,3
1273,3
1274,0
1275,0
1276,2
1277,1
1278,1
1279,3
1280,1
1281,1
1282,1
1283,1
1284,0
1285,1
1286,2
1287,0
1288,2
1289,2
1290,1
1291,0
1292,1
1293,0
1294,1
1295,0
1296,0
1297,2
1298,1
1299,0
1300,1
1301,1
1302,2
1303,0
1304,3
1305,1
1306,3
1307,1
1308,1
1309,3
1310,2
1311,1
1312,1
1313,0
1314,1
1315,3
1316,0
1317,2
1318,2
1319,0
1320,3
1321,2
1322,0
1323,3
1324,0
1325,2
1326,0
1327,3
1328,0
1329,3
1330,2
1331,1
1332,2
1333,2
1334,3
1335,2
1336,3
1337,2
1338,1
1339,3
1340,2
1341,2
1342,3
1343,2
1344,3
1345,0
1346,2
1347,1
1348,3
1349,0
1350,0
1351,2
1352,1
1353,3
1354,0
1355,0
1356,2
1357,2
1358,1
1359,1
1360,0
1361,1
1362,1
1363,3
1364,0
1365,2
1366,0
1367,2
1368,0
1369,2
1370,2
1371,3
1372,2
1373,0
1374,3
1375,2
1376,0
1377,0
1378,1
1379,0
1380,1
1381,1
1382,3
1383,0
1384,0
1385,0
1386,3
1387,3
1388,3
1389,2
1390,2
1391,1
1392,2
1393,0
1394,3
1395,0
1396,0
1397,0
1398,0
1399,3
1400,0
1401,3
1402,0
1403,1
1404,0
1405,3
1406,0
1407,3
1408,1
1409,1
1410,1
1411,3
1412,3
1413,1
1414,3
1415,0
1416,2
1417,3
1418,0
1419,0
1420,0
1421,1
1422,2
1423,3
1424,1
1425,0
1426,0
1427,2
1428,1
1429,1
1430,3
1431,2
1432,1
1433,0
1434,0
1435,0
1436,0
1437,2
1438,2
1439,2
1440,3
1441,1
1442,0
1443,3
1444,0
1445,2
1446,0
1447,2
1448,3
1449,3
1450,1
1451,3
1452,1
1453,0
1454,2
1455,2
1456,0
1457,3
1458,2
1459,3
1460,2
1461,3
1462,2
1463,3
1464,3
1465,3
1466,2
1467,2
1468,3
1469,3
1470,3
1471,0
1472,2
1473,3
1474,0
1475,3
1476,1
1477,0
1478,3
1479,2
1480,0
1481,1
1482,2
1483,1
1484,0
1485,1
1486,0
1487,0
1488,2
1489,1
1490,2
1491,2
1492,2
1493,0
1494,1
1495,0
1496,0
1497,3
1498,2
1499,3
1500,0
1501,1
1502,3
1503,3
1504,3
1505,3
1506,1
1507,3
1508,0
1509,0
1510,1
1511,0
1512,1
1513,2
1514,2
1515,2
1516,3
1517,1
1518,3
1519,2
1520,3
1521,0
1522,1
1523,0
1524,2
1525,3
1526,3
1527,0
1528,3
1529,1
1530,0
1531,3
1532,2
1533,3
1534,0
1535,2
1536,0
1537,2
1538,0
1539,1
1540,1
1541,2
1542,1
1543,2
1544,3
1545,2
1546,3
1547,2
1548,3
1549,3
1550,2
1551,2
1552,1
1553,1
1554,0
1555,3
1556,2
1557,0
1558,1
1559,3
1560,1
1561,2
1562,3
1563,2
1564,1
1565,1
1566,3
1567,3
1568,2
1569,1
1570,1
1571,3
1572,3
1573,2
1574,0
1575,3
1576,3
1577,1
1578,3
1579,2
1580,1
1581,2
1582,1
1583,1
1584,0
1585,3
1586,2
1587,1
1588,0
1589,3
1590,3
1591,2
1592,0
1593,2
1594,2
1595,0
1596,1
1597,0
1598,0
1599,0
1600,0
1601,2
1602,3
1603,3
1604,1
1605,1
1606,1
1607,2
1608,3
1609,1
1610,3
1611,0
1612,2
1613,0
1614,1
1615,0
1616,3
1617,0
1618,3
1619,2
1620,0
1621,3
1622,2
1623,3
1624,3
1625,0
1626,2
1627,2
1628,1
1629,0
1630,3
1631,2
1632,3
1633,0
1634,2
1635,1
1636,2
1637,3
1638,1
1639,3
1640,3
1641,0
1642,1
1643,2
1644,2
1645,3
1646,3
1647,2
1648,0
1649,0
1650,3
1651,1
1652,1
1653,1
1654,1
1655,3
1656,1
1657,0
1658,2
1659,1
1660,0
1661,3
1662,3
1663,2
1664,0
1665,3
1666,2
1667,1
1668,2
1669,2
1670,3
1671,3
1672,3
1673,0
1674,0
1675,3
1676,2
1677,1
1678,1
1679,2
1680,0
1681,0
1682,3
1683,2
1684,1
1685,0
1686,3
1687,1
1688,1
1689,1
1690,1
1691,0
1692,1
1693,3
1694,2
1695,0
1696,0
1697,3
1698,3
1699,1
1700,1
1701,3
1702,1
1703,0
1704,1
1705,1
1706,1
1707,2
1708,3
1709,3
1710,0
1711,2
1712,2
1713,0
1714,3
1715,3
1716,3
1717,1
1718,1
1719,1
1720,3
1721,3
1722,2
1723,1
1724,2
1725,3
1726,1
1727,0
1728,1
1729,0
1730,1
1731,1
1732,0
1733,2
1734,0
1735,2
1736,0
1737,2
1738,1
1739,2
1740,2
1741,3
1742,0
1743,3
1744,1
1745,1
1746,2
1747,2
1748,1
1749,3
1750,2
1751,2
1752,1
